Lake_Name,Round ,date,JD,Edible_Chl,dent,cerio ,pulic,Bosmina,parv,ambig,diaph ,scaph ,alona,chaob ,ostr ,cal ,cyc ,overall_m_prev,N_ug,P_ug,Z_bottom,n_max,bfs,d_tcline,t_tcline, depth_Ezi,T_Ezi,d1mgL,mDO,mspc,mpH,mT,mchlv,mchla
Benefiel,2,5/13/16,134,,578044.2756,35246.60217,8811.650542,12336.31076,7049.320434,5286.990325,1762.330108,,,0,,5286.990325,148035.7291,,,,8.04,43.94,0.076689,3.7,16.653,2.15,19.685,8.03,10.218,1631.8,8.328,20.072,0.01658,1.38
Benefiel,3,6/8/16,160,,796573.209,7049.320434,33484.27206,10573.98065,,,1762.330108,,,0,,37008.93228,190331.6517,,,,7.65,49.791,0.086902,3.75,21.146,2.55,24.195,7.65,9.116,1647.2,8.03,24.71,0.0097,0.62665
Benefiel,4,7/27/16,209,,336605.0507,9692.815597,42295.9226,,,,,,,2643.495163,4405.825271,151560.3893,103977.4764,,,,7.71,58.439,0.102,5.05,24.571,3.3,30.146,7.71,7.418,1608.8,11.456,30.442,0.0102,0.6814
Benefiel,5,8/30/16,243,3.28,212067.0564,49345.24304,,,,,,,,4699.546956,9986.537281,34659.1588,76955.0814,0,403,14.1,7.37,54.761,0.095575,7.3,19.142,3.5,28.786,7.37,7.532,1586.4,11.928,30.048,0.0127,0.95515
Benefiel,6,9/12/16,256,2.28,43353.32067,33484.27206,,,,,,,352.4660217,3172.194195,25730.01958,20795.49528,40181.12647,0.073770492,281,10.1,7.47,82.228,0.14352,7.45,19.451,5.2,26.377,7.47,7.2467,1617,12.158,26.928,0.01715,1.4424
Benefiel,7,9/24/16,268,5.23,200905.6324,366564.6626,,,,,,,,0,15860.97098,149798.0592,148035.7291,0.020895522,433,10.8,7.51,75.875,0.13243,7,21.166,5.15,26.145,7.25,7.2267,1617.2,6.1933,26.31,0.014833,1.1887
Benefiel,8,10/10/16,284,6.9,59038.05863,324268.74,,,,,7049.320434,,,3524.660217,9692.815597,87235.34037,126006.6028,0.2421875,468,25.8,7.03,16.607,0.028985,7,21.172,7.03,21.16,7.03,7.3571,1677.3,6.6486,21.849,0.0159,1.3056
Benefiel,9,10/24/16,298,4.82,7636.763803,59919.22369,,,,,4112.103586,,,0,1174.886739,57863.17189,55219.67673,0.307692308,341,12.5,6.95,5.9121,0.010318,1.45,18.645,6.95,18.56,6.95,7.2014,1696.9,5.5586,18.696,0.015143,1.2226
Benefiel,10,11/7/16,312,7.71,82242.07173,215004.2732,,,,,1762.330108,,,0,587.4433695,287847.251,75780.19466,,,,7.15,11.752,0.020511,1.45,17.064,7.15,16.66,7.15,7.5875,1712.9,5.3375,16.946,0.015975,1.3138
Benefiel,11,11/28/16,333,5,7578.019466,15508.50495,,,,,704.9320434,,352.4660217,0,1057.398065,71021.90337,35070.36916,,339,7.73,6.01,9.3873,0.016384,5.25,10.316,6.01,10.29,6.01,8.3,1735,5.0643,10.371,0.035514,3.4533
Canvasback,1,4/14/16,105,,8224.207173,,351291.135,,,,,,,587.4433695,,12923.75413,115726.3438,,,,12.56,25.819,0.045062,7.75,9.0607,7.5,9.6147,12.41,11.403,2408.4,7.9178,10.73,0.0108,0.7471
Canvasback,2,5/16/16,137,,33484.27206,,274923.4969,,,,,,,881.1650542,,6168.15538,140105.2436,,,,12.03,67.459,0.11774,4.5,15.54,2,17.388,11.86,10.424,2348.6,8.35,17.428,0.01326,1.0165
Canvasback,3,6/3/16,155,,244963.8851,,180638.8361,,,,,,,881.1650542,,33484.27206,76661.35972,,,,11.46,65.622,0.11453,3.3,23.834,2.05,27.194,11.46,3.8157,2313.1,7.9757,27.633,0.0094143,0.59536
Canvasback,4,7/20/16,202,,119838.4474,,340129.7109,,,,,,,1762.330108,,11455.1457,279329.3222,,,,19.79,74.677,0.13034,4.6,24.958,3.7,28.556,12.09,8.6725,2204,11.718,29.026,0.01085,0.75257
Chapel,1,4/14/16,105,,1762.330108,,40533.59249,7049.320434,169183.6904,83710.68015,,,881.1650542,0,13217.47581,83710.68015,294309.1281,,,,4.61,22.762,0.039728,1.45,11.17,1.45,11.17,4.17,10.975,275.75,7.745,12.54,0.03665,3.5777
Chapel,2,5/16/16,137,,1174.886739,1174.886739,23497.73478,5286.990325,89878.83553,68143.43086,,,,587.4433695,2937.216847,587.4433695,246138.7718,,,,4,50.713,0.088511,2.35,15.906,2,17.219,3.65,8.92,280.92,7.782,17.606,0.04412,4.3956
Chapel,3,6/3/16,155,,67849.70918,1762.330108,3524.660217,3524.660217,445869.5174,61681.5538,,,,2643.495163,881.1650542,3524.660217,74899.02961,,,,5.57,69.233,0.12083,2.3,21.581,1.45,25.382,5,7.09,279.97,7.5933,27.293,0.021333,1.9005
Chapel,4,7/27/16,209,,209717.2829,678497.0918,,449394.1777,248488.5453,3524.660217,1762.330108,,,19385.63119,29959.61184,68730.87423,133937.0882,,,,4.86,69.789,0.1218,2.65,24.169,1.45,28.684,1.72,3.0967,263.07,11.713,29.287,0.021133,1.8786
Chapel,5,9/1/16,245,14.15,64325.04896,56394.56347,,23791.45646,199143.3023,14979.80592,2643.495163,,,20266.79625,14979.80592,10573.98065,123363.1076,0,369,16.6,6.03,60.577,0.10573,2.85,24.461,2.15,26.251,2.11,1.9967,245.77,11.277,26.937,0.026867,2.5064
Chapel,6,9/19/16,263,17.58,79304.85488,47582.91293,,158609.7098,837106.8015,40533.59249,5286.990325,,,7049.320434,118076.1173,38771.26239,326031.0701,0,439,19.5,5.56,60.308,0.10526,3.35,22.09,2.95,23.366,2.78,3.3567,248.5,7.8633,25.003,0.037867,3.7109
Chapel,7,10/3/16,277,14.03,68730.87423,98690.48607,,186806.9915,162134.37,8811.650542,881.1650542,,,5286.990325,94284.6608,7930.485488,39652.42744,0,533,18.9,,,,,,,,,,,,,,
Chapel,8,10/17/16,291,26.82,39358.70576,32309.38532,,133349.6449,28784.7251,587.4433695,,,,1174.886739,3524.660217,29372.16847,33484.27206,0,350,35.5,4.83,34.381,0.060006,4.4,17.049,4.15,17.514,3.62,3.43,272.81,5.8114,18.499,0.031729,3.0388
Chapel,9,10/31/16,305,14.89,21147.9613,32426.874,,131469.8261,13746.17485,352.4660217,,,,0,9869.048607,26082.48561,48287.84497,,398,14.3,5.09,14.979,0.026144,1.45,15.367,5.09,14.74,3.2,1.9257,265.56,5.0029,15.169,0.028129,2.6446
Chapel,10,11/14/16,319,6.95,29959.61184,59919.22369,,459968.1583,223815.9238,,,,,0,19385.63119,216766.6033,408860.5852,0,430,15.4,5.8,12.824,0.022382,3.05,11.145,5.8,11.02,5.8,2.3125,267.65,4.9362,11.23,0.0197,1.7217
Chapel,11,12/5/16,340,3.95,7930.485488,2643.495163,,141867.5737,87235.34037,2643.495163,,,,0,1762.330108,115432.6221,153322.7194,0,474,11.4,4.7,4.7516,0.0082932,1.45,7.0573,4.7,6.87,4.7,5.816,258.82,0,7.088,0.0206,1.8202
Clear,1,4/14/16,105,,238795.7297,,,,66087.37907,62562.71885,,,,0,,135699.4184,85473.01026,,,,5.36,27.607,0.048184,4.25,9.9189,4,10.459,5.36,9.81,196.67,7.6414,11.91,0.0147,1.1742
Clear,2,5/16/16,137,,649418.645,,,2643.495163,10573.98065,17623.30108,,,,0,881.1650542,64325.04896,88116.50542,,,,4.97,38.219,0.066705,2.8,16.01,2.4,16.789,4.85,9.774,208.32,8.398,17.452,0.07762,8.0639
Clear,3,6/3/16,155,,389474.954,,1762.330108,,2643.495163,4405.825271,,3524.660217,,12336.31076,,8811.650542,25553.78657,,,,4.97,62.294,0.10872,2.35,22.058,1.45,24.905,4,8.1067,206.1,8.3,26.487,0.014267,1.1267
Clear,4,7/27/16,209,,171533.4639,,5874.433695,,,1174.886739,,587.4433695,,30547.05521,,7049.320434,122188.2209,,,,5.33,61.703,0.10769,4,20.186,1.9,28.437,3.28,6.035,189.1,11.738,29.053,0.033725,3.2574
Clear,5,9/1/16,245,21.93,168126.2923,2467.262152,,,12688.77678,8106.718499,,,,43353.32067,,3524.660217,11278.91269,0.006849315,671,28.1,5.22,59.662,0.10413,4.35,19.667,2.1,26.418,2.95,7.2375,190.05,12.315,27.022,0.021525,1.9215
Clear,6,9/19/16,263,25.09,71080.64771,12042.58907,,,5286.990325,8224.207173,,,,36715.21059,,1174.886739,26728.67331,0.02293578,816,26.4,5.52,76.427,0.13339,4,21.171,3.1,23.565,3.35,5.225,193.9,7.61,24.39,0.04305,4.2785
Clear,7,10/3/16,277,7.22,719030.6843,65206.21401,,,17623.30108,31721.94195,,,,8811.650542,3524.660217,,195618.642,0.056842105,776,21.2,,,,,,,,,,,,,,
Clear,8,10/17/16,291,14.23,237914.5646,1762.330108,,,,6168.15538,,,,3524.660217,881.1650542,9692.815597,217647.7684,0.504297994,578,30,5.42,36.673,0.064007,5.4,15.842,4.4,17.545,2.8,1.7933,204.05,6.01,18.512,0.0596,6.0907
Clear,9,10/31/16,305,19.31,476416.5727,5874.433695,587.4433695,,1174.886739,,,,,0,1174.886739,18798.18782,259649.9693,0.354625551,612,18.5,5.37,17.578,0.03068,1.45,16.099,5.37,14.91,3.35,2.1533,200.23,5.4567,15.79,0.031383,3.001
Clear,10,11/14/16,319,7.99,595667.5767,7930.485488,,,,,,,,0,,66968.54412,86354.17531,0.164259928,552,20.2,5.49,5.8653,0.010237,1.45,11.732,5.49,11.59,5.49,3.89,199.1,5.1729,11.74,0.023129,2.0971
Clear,11,12/5/16,340,3.93,1001003.502,1762.330108,,,,,,,,0,,82829.5151,26434.95163,0.040050063,562,8.83,5.51,2.9506,0.0051498,3.65,7.4261,5.51,7.35,5.51,7.1,193.72,0,7.4383,0.022883,2.0702
Corky,5,8/30/16,243,0,66968.54412,1982.621372,,,,,,,,5066.699062,4405.825271,64325.04896,33043.68953,0,,,12.06,53.743,0.0938,2.25,27.458,1.45,29.195,8.71,7.12,1620.5,11.48,30.585,0.02205,1.979
Corky,6,9/12/16,256,3.42,418553.4008,28197.28174,,,,,881.1650542,,,2643.495163,18504.46614,56394.56347,26434.95163,0,208,23.1,11.77,57.625,0.10057,6.3,22.247,3.2,25.961,6.45,5.42,1975.8,11.808,26.265,0.0128,0.9661
Corky,7,9/26/16,270,7.95,835344.4714,44058.25271,,,,,1762.330108,,,3524.660217,14098.64087,125125.4377,68730.87423,0,420,18.4,13.93,52.955,0.092424,7.3,20.318,3.5,25.763,6.55,6.345,2066.5,5.75,26.047,0.013675,1.0619
Corky,8,10/10/16,284,4.74,256419.0308,24672.62152,,881.1650542,,,6168.15538,,,3524.660217,5286.990325,51107.57315,140105.2436,0,324,26.4,13.46,43.357,0.075672,8.7,17.396,7.1,20.856,7.01,5.755,2202.2,5.492,20.676,0.01418,1.1172
Corky,9,10/24/16,298,2.5,119838.4474,16448.41435,,,,,4112.103586,,,0,20560.51793,52282.45988,83416.95847,0,204,9.61,12.65,35.257,0.061534,8.85,17.997,8.65,18.36,8.41,6.4918,2175.3,5.4455,18.054,0.011691,0.84465
Corky,10,11/7/16,312,2.63,142748.7388,4112.103586,2937.216847,,,,,,,0,2349.773478,177407.8976,104564.9198,0,245,9.73,12.02,40.442,0.070584,12,13.829,10.1,16.41,8.86,6.1291,2246.8,5.1091,16.419,0.015,1.207
Corky,11,11/28/16,333,4.79,41174.43981,640.8473122,,160.211828,,,,,,0,4806.354841,150599.1184,22269.4441,0,231,11.5,11.76,3.7733,0.0065856,3.4,9.4817,11.76,11.43,11.76,9.0517,2149.7,5.0208,9.5425,0.01695,1.4205
Dogwood,1,4/1/16,92,,82829.5151,7930.485488,13217.47581,64325.04896,58156.89358,189450.4867,,,,0,,881.1650542,242320.3899,,,,10.1,30.503,0.053238,2.9,10.978,1.65,13.09,10.1,10.877,1084.7,8.2033,13.34,0.025167,2.3202
Dogwood,2,5/13/16,134,,629151.8487,114551.457,61681.5538,14098.64087,51107.57315,519887.382,3524.660217,,,0,3524.660217,10573.98065,366564.6626,,,,10.01,43.132,0.075279,2.8,17.767,2.2,19.137,9.97,10.056,1041.2,8.158,19.652,0.01288,0.97486
Dogwood,3,6/8/16,160,,414147.5755,162134.37,616815.538,72255.53445,5286.990325,,3524.660217,,,0,5286.990325,49345.24304,849443.1123,,,,9.54,48.959,0.08545,3.2,20.77,2.05,23.684,9.42,9.3833,1043.7,7.9333,24.287,0.012633,0.94785
Dogwood,4,7/27/16,209,,317219.4195,283735.1475,181520.0012,38771.26239,,,,,,3524.660217,19385.63119,216766.6033,630914.1788,,,,9.81,57.501,0.10036,4.1,24.543,2.55,29.163,8.27,4.815,1034,10.89,29.45,0.0137,1.0647
Dogwood,5,8/30/16,243,13.68,,,,,,,,,,0,251.1320405,,,0,603,20.6,7.89,57.043,0.09956,4.85,24.402,3.1,27.311,5.4,6.2467,1030.5,11.007,28.525,0.045367,4.5321
Dogwood,6,9/12/16,256,17.98,98690.48607,343654.3711,,7049.320434,,1762.330108,,,,3524.660217,8811.650542,26434.95163,103977.4764,0,477,12.6,7.65,65.931,0.11507,5.3,22.864,4.65,24.891,4.93,4.2417,1044.2,9.9683,25.385,0.037267,3.6452
Dogwood,7,9/26/16,270,10.91,497858.2556,222934.7587,,66968.54412,,,1762.330108,,,881.1650542,35246.60217,95165.82586,227340.584,0.001855288,611,16,9.08,56.488,0.09859,5.75,21.537,4.8,24.363,4.77,3.5967,1046.7,5.9017,24.84,0.022183,1.9936
Dogwood,8,10/10/16,284,10.54,620340.1982,329555.7303,,252013.2055,,,7049.320434,,1762.330108,19385.63119,5286.990325,246726.2152,269636.5066,0,650,22.2,8.06,55.451,0.09678,7.15,16.733,6.4,19.62,6.8,4.4837,1074.8,5.9788,20.147,0.018688,1.6108
Dogwood,9,10/24/16,298,4.58,416791.0707,122481.9425,,109264.4667,,,1762.330108,,,0,2643.495163,102215.1463,159490.8748,0,576,12.2,7.17,8.5361,0.014898,6.45,17.228,7.17,17.19,7.17,3.9162,1068.8,5.185,17.416,0.014763,1.181
Dogwood,10,11/7/16,312,8.91,402692.4298,37008.93228,,19385.63119,,,1762.330108,,,0,,114551.457,124244.2726,0,538,16.2,7.13,7.7239,0.013481,1.45,15.675,7.13,15.38,7.13,4.4188,1085.3,4.9512,15.701,0.015225,1.2316
Dogwood,11,11/28/16,333,5.43,714624.859,4405.825271,,34365.43711,881.1650542,,,,,0,,56394.56347,150679.2243,0,578,11.5,8.44,5.4489,0.0095101,4.5,9.3088,8.44,9.21,8.44,6.8311,1087.8,5.0856,9.3822,0.014533,1.1559
Downing,1,4/14/16,105,,47142.3304,,7049.320434,,17623.30108,3965.242744,,,440.5825271,0,881.1650542,141867.5737,125566.0202,,,,8.48,19.182,0.033479,6.25,9.2445,5.15,10.364,8.48,11.482,1837,8.3633,11.138,0.011156,0.78603
Downing,2,5/16/16,137,,1053873.405,1762.330108,8811.650542,1762.330108,1762.330108,1762.330108,,,,0,,17623.30108,190331.6517,,,,9.18,36.947,0.064484,3.3,16.751,2.75,17.662,9.18,9.48,1758,8.3867,17.948,0.01095,0.76353
Downing,3,6/3/16,155,,185632.1048,,58744.33695,587.4433695,1762.330108,587.4433695,,,,1174.886739,587.4433695,,42883.36597,,,,8.19,60.506,0.1056,3.3,22.732,2.05,26.07,8.19,8.476,1765.6,8.22,26.944,0.00964,0.62008
Downing,4,7/27/16,209,,176233.0108,,79304.85488,,,,,,,881.1650542,3524.660217,10573.98065,157728.5447,,,,7.83,65.783,0.11481,3.6,26.496,2.9,29.435,7.83,6.9375,1696.3,11.635,29.975,0.01155,0.82923
Downing,5,9/1/16,245,3.95,471423.304,881.1650542,47582.91293,,,,,,,0,881.1650542,14098.64087,21147.9613,0.034979424,361,12,8.1,56.411,0.098455,4.4,26.756,4.05,27.793,8.1,7.722,1701.2,12.25,28.214,0.01352,1.0449
Downing,6,9/19/16,263,4.89,328674.5652,,37008.93228,,,,,,,2643.495163,1762.330108,55513.39842,134818.2533,0.036781609,327,11.9,7.94,64.586,0.11272,5.6,23.722,5.05,25.464,7.41,7.5922,1716.1,7.6644,26.063,0.012467,0.9296
Downing,7,10/3/16,277,4.63,125125.4377,1321.747581,25994.3691,,,,,,,440.5825271,5727.572852,72255.53445,196059.2246,0.058139535,424,16.1,,,,,,,,,,,,,,
Downing,8,10/17/16,291,3.41,158609.7098,587.4433695,1174.886739,,,,,,,587.4433695,1762.330108,74605.30792,110439.3535,0.080305927,212,22.3,8.03,41.793,0.072942,8,19.015,7.6,19.89,7.95,7.3983,1822.8,6.3158,20.501,0.013492,1.0418
Downing,9,10/31/16,305,8.43,40693.80432,320.4236561,1922.541937,,,,,,160.211828,0,640.8473122,29158.5527,31721.94195,0.133986928,260,11.6,8.16,8.1921,0.014298,8.15,17.43,8.16,17.41,8.16,7.625,1828.2,5.708,17.619,0.01725,1.4534
Downing,10,11/14/16,319,7.49,539273.0132,1174.886739,,,,,,,,0,587.4433695,174470.6807,129824.9847,0.079613993,269,10.2,8.58,8.4755,0.014793,1.45,14.417,8.58,14.15,8.58,7.9878,1850.2,5.4967,14.287,0.014933,1.1997
Downing,11,12/5/16,340,3.59,227340.584,,,,,,,,,0,881.1650542,54632.23336,15860.97098,0.025044723,273,8.97,8.58,1.9662,0.0034316,7.5,9.2549,8.58,9.25,8.58,9.4267,1857.9,0,9.2633,0.020144,1.7703
Frank,1,4/1/16,92,,19385.63119,684665.2471,,,,,,,,29078.44679,881.1650542,18504.46614,6168.15538,,,,9.11,30.596,0.0534,3.35,10.966,2.6,12.31,8.81,10.868,2506.8,8,12.815,0.0165,1.3713
Frank,2,5/13/16,134,,24672.62152,1170187.192,,,,5286.990325,,,,10573.98065,,130412.428,232627.5743,,,,8.99,37.774,0.065928,2.35,17.637,2,18.244,8.85,9.7475,2355.8,8.065,19.022,0.011525,0.82649
Frank,3,6/8/16,160,,49345.24304,2588862.929,,,,,,,,7049.320434,,696120.3928,504026.411,,,,9.51,53.022,0.092541,2.3,22.338,2.05,23.116,9.46,9.73,2453.8,7.5675,23.7,0.0128,0.9661
Frank,4,7/27/16,209,,190331.6517,101333.9812,,,,,,,,57275.72852,,172708.3506,60800.38874,,,,13.05,63.378,0.11062,3.6,24.219,2,29.446,7.81,6.52,2377.3,10.607,29.627,0.014,1.0975
Frank,5,8/30/16,243,3.29,214123.1082,58597.47611,,,,,,,,62122.13632,,25553.78657,20707.37877,0,280,14.7,15.09,59.159,0.10325,4.25,24.032,2.5,27.666,8.4,7.1,2311.3,10.868,28.947,0.010025,0.66224
Frank,6,9/2/16,246,2.8,78129.96814,61681.5538,,587.4433695,,,,,,29959.61184,,25260.06489,17035.85772,0,263,11.6,12.95,54.637,0.095359,4.8,22.924,4.1,24.825,8.38,7.82,2433.8,10.572,25.234,0.0118,0.8566
Frank,7,9/12/16,256,4.27,287259.8077,52869.90325,,,,,,,,73430.42119,,12336.31076,9399.093912,,337,17.5,13.94,54.628,0.095344,5.25,21.68,4.1,24.812,7.98,7.28,2404.7,5.96,25.035,0.0143,1.1304
Frank,8,10/10/16,284,3.94,179757.6711,51988.7382,,,,,,,,78423.68983,,33484.27206,113670.292,0,305,17.1,15,48.927,0.085394,6.3,19.047,6.05,19.764,8.08,8.6386,2508.7,6.0014,20.227,0.014671,1.171
Frank,9,10/24/16,298,4.44,277566.9921,111907.9619,,,,,,,,47582.91293,,95165.82586,77542.52477,0,154,12.7,14.66,43.943,0.076695,7.3,17.122,7.1,17.674,8.37,8.5638,2516.1,5.51,17.64,0.03725,3.6434
Frank,10,11/7/16,312,2.66,134994.4863,30664.54389,,,,,,,,46877.98089,,38771.26239,46877.98089,0,203,12.6,15.02,38.243,0.066747,8.3,15.203,8,15.87,8.47,8.865,2519.5,5.4013,16.245,0.017925,1.5273
Frank,11,11/28/16,333,3.88,175792.4283,14979.80592,,,,,,,,6608.737907,,205752.0402,43617.67018,0,187,13.1,15.28,21.533,0.037582,9.85,11.974,9.7,12.156,8.96,7.3182,2671.1,5.0427,10.572,0.069509,7.1757
Front,5,9/5/16,249,7.88,166246.4736,9399.093912,,2349.773478,,,2937.216847,,,18210.74445,,25260.06489,120425.8907,0,683,25,8,73.976,0.12911,3.25,23.41,2.05,26.468,4.28,8.65,133.67,12.797,27.353,0.016033,1.3201
Front,6,9/14/16,258,16.52,217354.0467,,,,,,3524.660217,,,9399.093912,,5874.433695,12336.31076,0,592,17.3,7.78,83.367,0.1455,3.3,23.523,3,25.331,3.96,8.7767,134,8.4067,26.69,0.015333,1.2435
Front,7,9/28/16,272,28.67,127328.3503,3524.660217,,3084.07769,,,1321.747581,,,14098.64087,,3965.242744,55513.39842,0,790,23,8.4,80.966,0.14131,3.8,21.302,3.35,23.368,3.92,8.035,133.98,7.3525,23.815,0.0165,1.3713
Front,8,10/12/16,286,33.16,548084.6637,,14098.64087,3524.660217,,,,,1762.330108,17623.30108,,15860.97098,308407.769,0.005319149,639,27.3,,,,,,,,,,,,,,
Front,9,10/26/16,300,8.99,353640.9084,587.4433695,4112.103586,1762.330108,,587.4433695,587.4433695,,587.4433695,12336.31076,,4112.103586,206192.6227,0,917,27.8,8.02,51.187,0.089338,4.35,17.076,4,18.28,4.36,8.1825,136.43,6.3525,19.237,0.02125,1.8914
Front,10,11/9/16,314,20.36,690833.4025,,7930.485488,3524.660217,,,,,,2643.495163,,7049.320434,100452.8162,0,1010,28.2,8.78,50.968,0.088955,5.8,14.61,5.5,15.78,5.85,5.7267,135.52,5.8667,16.162,0.0201,1.7654
Front,14,12/3/16,338,,186219.5481,,,1174.886739,,,,,587.4433695,0,,5874.433695,136874.3051,0.005405405,,,8.61,42.603,0.074356,6.25,13.039,5.65,14.308,5.85,8.002,136.36,5.724,14.848,0.02236,2.0129
Front,11,12/7/16,342,,271398.8367,,4112.103586,,,,,,,0,3524.660217,7049.320434,152735.2761,,,,8.12,4.9966,0.0087207,8.1,6.9434,8.12,6.94,8.12,9.4678,143.71,0,7.1278,0.026222,2.4358
Gambill,1,4/14/16,105,,6629.885868,,627.8301011,50.22640809,75.33961214,100.4528162,,,,0,50.22640809,45053.08806,8011.112091,,,,9.8,27.124,0.047341,5.3,9.4601,4.25,10.73,9.8,11.12,1632.6,7.82,11.604,0.01062,0.72739
Gambill,2,5/16/16,137,,318100.5846,,4405.825271,,,,,,,0,,54632.23336,185044.6614,,,,10.04,36.618,0.06391,3.35,16.659,3.1,17.149,10.04,9.675,1567.1,8.2375,17.557,0.011162,0.78679
Gambill,3,6/3/16,155,,232040.1309,,3524.660217,,,,,,,587.4433695,,11748.86739,61681.5538,,,,9.51,62.53,0.10913,4.9,16.826,1.45,25.417,9.51,8.28,1583.7,8.22,26.67,0.0087,0.51715
Gambill,4,7/23/16,205,,177995.341,,1762.330108,,,,,,,6461.877064,,99277.92944,155085.0495,,,,8.32,69.017,0.12046,4.15,25.197,3.25,28.123,8.32,7.7929,1532.7,10.456,28.783,0.0097286,0.62978
Gambill,5,9/1/16,245,3.21,333080.3905,,39652.42744,,,,,,,3524.660217,,38771.26239,31721.94195,,339,13.1,9.47,121.67,0.21236,5.05,23.763,4.05,27.584,9.47,7.88,1523.4,12.23,27.814,0.01128,0.79966
Gambill,6,9/19/16,263,2.36,30840.7769,440.5825271,2202.912636,,,,,,,440.5825271,,45600.29156,14759.51466,0.010989011,238,11.6,9.32,65.754,0.11476,8.05,18.087,5.1,25.101,9.25,7.6257,1559.9,7.5786,25.593,0.012957,0.98331
Gambill,7,10/3/16,277,4.34,90466.2789,5286.990325,,293.7216847,,,,,,0,293.7216847,12923.75413,52282.45988,0.010830325,359,12.5,,,,,,,,,,,,,,
Gambill,8,10/17/16,291,10.58,10974.47017,703.1697133,,25.11320405,,,,,25.11320405,100.4528162,251.1320405,2285.301568,16223.12981,0.022535211,238,28.2,8.93,41.298,0.072078,8.25,17.401,7.25,19.623,8.8,7.644,1721.5,5.951,19.99,0.01388,1.0844
Gambill,9,10/31/16,305,8.68,67409.12665,1101.456318,881.1650542,,,,,,,0,660.8737907,80186.01993,64545.34022,0.079136691,195,14.9,9.42,32.536,0.056786,8.65,16.568,8.2,17.303,8.75,7.7025,1696.1,5.49,17.385,0.0142,1.1194
Gambill,10,11/14/16,319,8.46,4922.187993,25.11320405,,,,,,,,0,276.2452445,8488.262967,15218.60165,0.016666667,184,8.58,9.41,10.957,0.019124,1.45,14.267,9.41,15.09,9.32,7.814,1723.3,5.139,14.204,0.01985,1.7381
Gambill,11,12/5/16,340,3.91,79304.85488,660.8737907,,,,,,,,0,,128209.5154,13217.47581,0,154,9.83,9.44,6.7674,0.011811,9.4,9.2474,9.44,9.24,9.44,9.3418,1686.1,0,9.4691,0.019636,1.7147
Goodman,1,4/1/16,92,,10573.98065,,699645.0531,,,,,,,0,,29959.61184,162134.37,,,,8.01,40.258,0.070264,2.9,12.466,2.45,13.353,8.01,11.02,1218.7,8.3133,13.95,0.013533,1.0464
Goodman,2,5/13/16,134,,102215.1463,,333080.3905,,,,,,,0,,29959.61184,281972.8174,,,,7,39.296,0.068585,4.5,13.368,1.9,18.885,6.6,8.9925,1146,8.3225,20.067,0.011025,0.77174
Goodman,3,6/8/16,160,,135699.4184,7049.320434,463492.8185,,,,,,,3524.660217,,38771.26239,902313.0155,,,,7.48,48.173,0.084077,2.3,22.73,2,23.457,7.2,8.314,1173.6,7.948,24.278,0.01596,1.3121
Goodman,4,7/20/16,202,,138342.9135,,182401.1662,,,,,,,23791.45646,881.1650542,22910.29141,31721.94195,,,,8.37,65.911,0.11504,5.05,19.665,2.85,27.585,6.71,7.8283,1162.5,11.29,28.32,0.012267,0.9077
Goodman,5,9/1/16,245,7.9,452037.6728,5286.990325,15860.97098,,,,,,,29959.61184,1762.330108,27316.11668,27316.11668,0.003174603,355,21.8,8,58.586,0.10225,5.25,21.632,3.2,27.371,5.47,7.08,1122.5,11.255,27.86,0.0176,1.4917
Goodman,6,9/19/16,263,20.89,118428.5833,5991.922369,3877.126239,,,,,,352.4660217,23262.75743,1762.330108,1409.864087,18328.23313,0.012269939,423,20.9,8.3,77.778,0.13575,5.05,23.378,4.45,24.802,4.87,6.295,1137.5,6.7917,25.185,0.041183,4.0741
Goodman,7,10/3/16,277,11.03,261706.0211,108383.3017,,,,,,,,25553.78657,881.1650542,29959.61184,116313.7872,0.006329114,478,22.6,,,,,,,,,,,,,,
Goodman,8,10/17/16,291,14.85,273161.1668,17623.30108,,,,,,,,42295.9226,,28197.28174,114551.457,0.030092593,361,21.4,7.99,50.138,0.087508,6.35,18.083,6.05,19.065,5.98,5.64,1189.3,5.4786,19.794,0.0378,3.7036
Goodman,9,10/31/16,305,8.65,114551.457,3965.242744,440.5825271,,,,,,440.5825271,7489.902961,,12336.31076,97368.73849,0.175895765,388,20.2,8,38.882,0.067861,7.3,15.333,6.9,16.158,6.6,5.0729,1175.4,4.9843,16.936,0.034143,3.3031
Goodman,10,11/14/16,319,32.28,264349.5163,,881.1650542,,,,,,,0,1762.330108,62562.71885,161253.2049,0.091476091,553,35.9,8.15,7.0593,0.012321,7.6,13.554,8.15,13.5,7.95,3.6582,1205,5.0573,13.615,0.078582,8.1692
Goodman,11,12/5/16,340,21.71,1600195.738,,3524.660217,,,,,,,0,,37008.93228,137461.7485,0,496,24.8,8.28,4.4425,0.0077535,7.5,8.8648,8.28,8.82,8.28,7.3743,1179.7,0,8.9343,0.11324,11.965
Goose,5,9/5/16,249,4.26,55513.39842,118076.1173,179757.6711,107502.1366,,,135699.4184,,2643.495163,3524.660217,3524.660217,98690.48607,207073.7877,0,364,9.8,16.57,72.639,0.12678,7.35,24.959,7,26.599,12.77,7.5163,1436.9,12.053,27.1,0.013688,1.0633
